éñã∆èäÉRÅ[Éh,éñã∆èäñº,édì¸êÊÉRÅ[Éh,édì¸êÊñº,ïiéÌï™óﬁÉRÅ[Éh,ïiéÌï™óﬁñº,èoóÕäJénì˙,èoóÕÉ^ÉCÉv,èoå…é¿ê—åéÅiäJénÅj,èoå…é¿ê—åéÅièIóπÅj,è§ïiÉRÅ[Éh,è§ïiñº,ãKäi,è§ïiìEóv,êªë¢íÜé~ì˙,êªë¢íÜé~,åªç›ç›å…ëºëqå…,åªç›ç›å…ìÏîZëqå…,åªç›ç›å…,äJénì˙à»ëOì¸å…ó\íËêî,äJénì˙à»ëOèoå…ó\íËêî,äJénì˙à»ëOó\íËç›å…êî,ó\íËì˙01,ì¸å…ó\íËêî01,èoå…ó\íËêî01,ó\íËç›å…êî01,ó\íËì˙02,ì¸å…ó\íËêî02,èoå…ó\íËêî02,ó\íËç›å…êî02,ó\íËì˙03,ì¸å…ó\íËêî03,èoå…ó\íËêî03,ó\íËç›å…êî03,ó\íËì˙04,ì¸å…ó\íËêî04,èoå…ó\íËêî04,ó\íËç›å…êî04,ó\íËì˙05,ì¸å…ó\íËêî05,èoå…ó\íËêî05,ó\íËç›å…êî05,ó\íËì˙06,ì¸å…ó\íËêî06,èoå…ó\íËêî06,ó\íËç›å…êî06,ó\íËì˙07,ì¸å…ó\íËêî07,èoå…ó\íËêî07,ó\íËç›å…êî07,ó\íËì˙08,ì¸å…ó\íËêî08,èoå…ó\íËêî08,ó\íËç›å…êî08,ó\íËì˙09,ì¸å…ó\íËêî09,èoå…ó\íËêî09,ó\íËç›å…êî09,ó\íËì˙10,ì¸å…ó\íËêî10,èoå…ó\íËêî10,ó\íËç›å…êî10,ó\íËì˙11,ì¸å…ó\íËêî11,èoå…ó\íËêî11,ó\íËç›å…êî11,ó\íËì˙12,ì¸å…ó\íËêî12,èoå…ó\íËêî12,ó\íËç›å…êî12,ó\íËì˙13,ì¸å…ó\íËêî13,èoå…ó\íËêî13,ó\íËç›å…êî13,ó\íËì˙14,ì¸å…ó\íËêî14,èoå…ó\íËêî14,ó\íËç›å…êî14,ó\íËì˙15,ì¸å…ó\íËêî15,èoå…ó\íËêî15,ó\íËç›å…êî15,ó\íËì˙16,ì¸å…ó\íËêî16,èoå…ó\íËêî16,ó\íËç›å…êî16,ó\íËì˙17,ì¸å…ó\íËêî17,èoå…ó\íËêî17,ó\íËç›å…êî17,ó\íËì˙18,ì¸å…ó\íËêî18,èoå…ó\íËêî18,ó\íËç›å…êî18,ó\íËì˙19,ì¸å…ó\íËêî19,èoå…ó\íËêî19,ó\íËç›å…êî19,ó\íËì˙20,ì¸å…ó\íËêî20,èoå…ó\íËêî20,ó\íËç›å…êî20,ó\íËì˙21,ì¸å…ó\íËêî21,èoå…ó\íËêî21,ó\íËç›å…êî21,ó\íËì˙22,ì¸å…ó\íËêî22,èoå…ó\íËêî22,ó\íËç›å…êî22,ó\íËì˙23,ì¸å…ó\íËêî23,èoå…ó\íËêî23,ó\íËç›å…êî23,à»ç~ï™ì¸å…ó\íËêî,à»ç~ï™èoå…ó\íËêî,à»ç~ï™ó\íËç›å…êî,ÉLÅ[Évï™ì¸å…ó\íËêî,ÉLÅ[Évï™èoå…ó\íËêî,ÉLÅ[Évï™ó\íËç›å…êî,ñ¢íËï™ì¸å…ó\íËêî,ñ¢íËï™èoå…ó\íËêî,ñ¢íËï™ó\íËç›å…êî,èoå…êîçáåv,èoå…êîïΩãœ,ìñåéèoå…êî,éÛíçêî
100,ì˙ñ{ÉtÉNÉâ,190001,ÇsÇeÇbÇb,1,êªïi,2019/12/19,ì˙ï ,2018/10,2019/11,CH1071  0000018,CH1071 ±∞—∏ØºÆ›,CH1071  S  26           SN/01          Z,,,,0,0,0,0,0,0,2019/12/19,0,0,0,2019/12/20,0,0,0,2019/12/21,0,0,0,2019/12/23,0,0,0,2019/12/24,0,0,0,2019/12/25,0,0,0,2019/12/26,0,0,0,2020/01/06,0,0,0,2020/01/07,0,0,0,2020/01/09,0,0,0,2020/01/10,0,0,0,2020/01/14,0,0,0,2020/01/15,0,0,0,2020/01/16,0,0,0,2020/01/17,0,0,0,2020/01/20,0,0,0,2020/01/21,0,0,0,2020/01/22,0,0,0,2020/01/23,0,0,0,2020/01/24,0,0,0,2020/01/27,0,0,0,2020/01/28,0,0,0,2020/01/29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,ì˙ñ{ÉtÉNÉâ,190001,ÇsÇeÇbÇb,1,êªïi,2019/12/19,ì˙ï ,2018/10,2019/11,CH1071  0000019,CH1071 3PøÃß,CH1071  S  03       DB  SP/183         Z,,,,0,0,0,0,0,0,2019/12/19,0,0,0,2019/12/20,0,0,0,2019/12/21,0,0,0,2019/12/23,0,0,0,2019/12/24,0,0,0,2019/12/25,0,0,0,2019/12/26,0,0,0,2020/01/06,0,0,0,2020/01/07,0,0,0,2020/01/09,0,0,0,2020/01/10,0,0,0,2020/01/14,0,0,0,2020/01/15,0,0,0,2020/01/16,0,0,0,2020/01/17,0,0,0,2020/01/20,0,0,0,2020/01/21,0,0,0,2020/01/22,0,0,0,2020/01/23,0,0,0,2020/01/24,0,0,0,2020/01/27,0,0,0,2020/01/28,0,0,0,2020/01/29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,ì˙ñ{ÉtÉNÉâ,190001,ÇsÇeÇbÇb,1,êªïi,2019/12/19,ì˙ï ,2018/10,2019/11,CH1071  0000065, ﬂ√®Ωƒ 3PøÃß æØƒ,CH1071  SN 03SET    DB  SN/03,,,,0,7,7,0,0,7,2019/12/19,0,0,7,2019/12/20,0,0,7,2019/12/21,0,1,6,2019/12/23,0,0,6,2019/12/24,0,0,6,2019/12/25,0,0,6,2019/12/26,0,0,6,2020/01/06,0,0,6,2020/01/07,0,0,6,2020/01/09,0,0,6,2020/01/10,0,1,5,2020/01/14,0,0,5,2020/01/15,0,1,4,2020/01/16,0,1,3,2020/01/17,0,0,3,2020/01/20,0,0,3,2020/01/21,0,0,3,2020/01/22,0,0,3,2020/01/23,0,0,3,2020/01/24,0,0,3,2020/01/27,0,0,3,2020/01/28,0,0,3,2020/01/29,0,0,3,0,0,3,0,0,3,0,0,3,0,0,6,4
100,ì˙ñ{ÉtÉNÉâ,190001,ÇsÇeÇbÇb,1,êªïi,2019/12/19,ì˙ï ,2018/10,2019/11,CH1071  0000066, ﬂ√®Ωƒ 3PøÃß æØƒ,CH1071  SN 03SET    DB  SN/01,,,,0,10,10,0,0,10,2019/12/19,0,0,10,2019/12/20,0,0,10,2019/12/21,0,0,10,2019/12/23,0,0,10,2019/12/24,0,0,10,2019/12/25,0,0,10,2019/12/26,0,2,8,2020/01/06,0,0,8,2020/01/07,0,0,8,2020/01/09,0,0,8,2020/01/10,0,0,8,2020/01/14,0,0,8,2020/01/15,0,0,8,2020/01/16,0,0,8,2020/01/17,0,0,8,2020/01/20,0,0,8,2020/01/21,0,0,8,2020/01/22,0,0,8,2020/01/23,0,0,8,2020/01/24,0,0,8,2020/01/27,0,0,8,2020/01/28,0,0,8,2020/01/29,0,0,8,0,0,8,0,0,8,0,0,8,0,0,3,2
100,ì˙ñ{ÉtÉNÉâ,190001,ÇsÇeÇbÇb,1,êªïi,2019/12/19,ì˙ï ,2018/10,2019/11,CH1071  0000067, ﬂ√®Ωƒ 3PøÃß æØƒ,CH1071  SN 03SET    DB  SN/02,,,,0,5,5,0,0,5,2019/12/19,0,0,5,2019/12/20,0,0,5,2019/12/21,0,0,5,2019/12/23,0,0,5,2019/12/24,0,0,5,2019/12/25,0,0,5,2019/12/26,0,0,5,2020/01/06,0,0,5,2020/01/07,0,0,5,2020/01/09,0,0,5,2020/01/10,0,0,5,2020/01/14,0,0,5,2020/01/15,0,0,5,2020/01/16,0,0,5,2020/01/17,0,0,5,2020/01/20,0,0,5,2020/01/21,0,0,5,2020/01/22,0,0,5,2020/01/23,0,0,5,2020/01/24,0,0,5,2020/01/27,0,0,5,2020/01/28,0,0,5,2020/01/29,0,0,5,0,0,5,0,0,5,0,0,5,0,0,3,0
100,ì˙ñ{ÉtÉNÉâ,190001,ÇsÇeÇbÇb,1,êªïi,2019/12/19,ì˙ï ,2018/10,2019/11,CH1071  0000085, ﬂ√®Ωƒ 3PøÃß æØƒ,CH1071  SN 03SET    DB  SP/182         Z,,,,0,0,0,0,0,0,2019/12/19,0,0,0,2019/12/20,0,0,0,2019/12/21,0,0,0,2019/12/23,0,0,0,2019/12/24,0,0,0,2019/12/25,0,0,0,2019/12/26,0,0,0,2020/01/06,0,0,0,2020/01/07,0,0,0,2020/01/09,0,0,0,2020/01/10,0,0,0,2020/01/14,0,0,0,2020/01/15,0,0,0,2020/01/16,0,0,0,2020/01/17,0,0,0,2020/01/20,0,0,0,2020/01/21,0,0,0,2020/01/22,0,0,0,2020/01/23,0,0,0,2020/01/24,0,0,0,2020/01/27,0,0,0,2020/01/28,0,0,0,2020/01/29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,ì˙ñ{ÉtÉNÉâ,190001,ÇsÇeÇbÇb,1,êªïi,2019/12/19,ì˙ï ,2018/10,2019/11,CH1071  0000090, ﬂ√®Ωƒ 3PøÃß æØƒ,CH1071  SN 03SET    NA  SP/207         Z,,,,0,0,0,0,0,0,2019/12/19,0,0,0,2019/12/20,0,0,0,2019/12/21,0,0,0,2019/12/23,0,0,0,2019/12/24,0,0,0,2019/12/25,0,0,0,2019/12/26,0,0,0,2020/01/06,0,0,0,2020/01/07,0,0,0,2020/01/09,0,0,0,2020/01/10,0,0,0,2020/01/14,0,0,0,2020/01/15,0,0,0,2020/01/16,0,0,0,2020/01/17,0,0,0,2020/01/20,0,0,0,2020/01/21,0,0,0,2020/01/22,0,0,0,2020/01/23,0,0,0,2020/01/24,0,0,0,2020/01/27,0,0,0,2020/01/28,0,0,0,2020/01/29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,ì˙ñ{ÉtÉNÉâ,190001,ÇsÇeÇbÇb,1,êªïi,2019/12/19,ì˙ï ,2018/10,2019/11,CH1071  0000094, ﬂ√®Ωƒ 3PøÃß æØƒ,CH1071  SN 03SET    DB  SP/181         Z,,,,0,0,0,0,0,0,2019/12/19,0,0,0,2019/12/20,0,0,0,2019/12/21,0,0,0,2019/12/23,0,0,0,2019/12/24,0,0,0,2019/12/25,0,0,0,2019/12/26,0,0,0,2020/01/06,0,0,0,2020/01/07,0,1,-1,2020/01/09,0,0,-1,2020/01/10,0,0,-1,2020/01/14,0,0,-1,2020/01/15,0,0,-1,2020/01/16,0,0,-1,2020/01/17,0,0,-1,2020/01/20,0,0,-1,2020/01/21,0,0,-1,2020/01/22,0,0,-1,2020/01/23,0,0,-1,2020/01/24,0,0,-1,2020/01/27,0,0,-1,2020/01/28,0,0,-1,2020/01/29,0,0,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,1
100,ì˙ñ{ÉtÉNÉâ,190001,ÇsÇeÇbÇb,1,êªïi,2019/12/19,ì˙ï ,2018/10,2019/11,CH1071  0000105, ﬂ√®Ωƒ 3PøÃß æØƒ,CH1071  SN 03SET    NA  SP/180         Z,,,,0,0,0,0,0,0,2019/12/19,0,0,0,2019/12/20,0,0,0,2019/12/21,0,0,0,2019/12/23,0,0,0,2019/12/24,0,0,0,2019/12/25,0,0,0,2019/12/26,0,0,0,2020/01/06,0,0,0,2020/01/07,0,0,0,2020/01/09,0,0,0,2020/01/10,0,0,0,2020/01/14,0,0,0,2020/01/15,0,0,0,2020/01/16,0,0,0,2020/01/17,0,0,0,2020/01/20,0,0,0,2020/01/21,0,0,0,2020/01/22,0,0,0,2020/01/23,0,0,0,2020/01/24,0,0,0,2020/01/27,0,0,0,2020/01/28,0,0,0,2020/01/29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,ì˙ñ{ÉtÉNÉâ,190001,ÇsÇeÇbÇb,1,êªïi,2019/12/19,ì˙ï ,2018/10,2019/11,CH1072  0000014,CH1072 2P±∞—⁄ΩøÃß,CH1072  S  20           FREE93         Z,,,,0,0,0,0,0,0,2019/12/19,0,0,0,2019/12/20,0,0,0,2019/12/21,0,0,0,2019/12/23,0,0,0,2019/12/24,0,0,0,2019/12/25,0,0,0,2019/12/26,0,0,0,2020/01/06,0,0,0,2020/01/07,0,0,0,2020/01/09,0,0,0,2020/01/10,0,0,0,2020/01/14,0,0,0,2020/01/15,0,0,0,2020/01/16,0,0,0,2020/01/17,0,0,0,2020/01/20,0,0,0,2020/01/21,0,0,0,2020/01/22,0,0,0,2020/01/23,0,0,0,2020/01/24,0,0,0,2020/01/27,0,0,0,2020/01/28,0,0,0,2020/01/29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
